RetainedTxp	DuplicateTxp
lcl|NT_033777.3_cds_NP_650926.1_27532	lcl|NT_033777.3_cds_NP_001303467.1_27533
lcl|NT_033778.4_cds_NP_476877.1_15550	lcl|NT_033778.4_cds_NP_001163205.1_15551
lcl|NT_033778.4_cds_NP_476877.1_15550	lcl|NT_033778.4_cds_NP_001163206.1_15552
lcl|NT_033777.3_cds_NP_652224.1_27329	lcl|NT_033777.3_cds_NP_001163659.1_27330
lcl|NT_033777.3_cds_NP_652224.1_27329	lcl|NT_033777.3_cds_NP_001287419.1_27331
lcl|NC_004354.4_cds_NP_001138139.1_54	lcl|NC_004354.4_cds_NP_001138140.1_55
lcl|NT_033778.4_cds_NP_724572.1_11796	lcl|NT_033778.4_cds_NP_724573.1_11797
lcl|NT_033778.4_cds_NP_724572.1_11796	lcl|NT_033778.4_cds_NP_001260779.1_11798
lcl|NT_033777.3_cds_NP_732717.1_27924	lcl|NT_033777.3_cds_NP_732718.1_27925
lcl|NT_033777.3_cds_NP_732717.1_27924	lcl|NT_033777.3_cds_NP_732719.1_27926
lcl|NT_033777.3_cds_NP_732717.1_27924	lcl|NT_033777.3_cds_NP_996265.1_27927
lcl|NT_037436.4_cds_NP_649163.1_22332	lcl|NT_037436.4_cds_NP_001262082.1_22333
lcl|NT_037436.4_cds_NP_649163.1_22332	lcl|NT_037436.4_cds_NP_001287123.1_22334
lcl|NT_033779.5_cds_NP_609440.2_8563	lcl|NT_033779.5_cds_NP_001188789.2_8564
lcl|NT_033778.4_cds_NP_611990.1_17229	lcl|NT_033778.4_cds_NP_001286870.1_17230
lcl|NT_033778.4_cds_NP_611990.1_17229	lcl|NT_033778.4_cds_NP_001286871.1_17231
lcl|NT_033777.3_cds_NP_649933.1_24759	lcl|NT_033777.3_cds_NP_001262432.1_24760
lcl|NC_004354.4_cds_NP_001162745.1_3240	lcl|NC_004354.4_cds_NP_001285219.1_3241
lcl|NT_033779.5_cds_NP_723338.1_7709	lcl|NT_033779.5_cds_NP_723339.1_7710
lcl|NT_033779.5_cds_NP_723338.1_7709	lcl|NT_033779.5_cds_NP_723340.1_7711
lcl|NT_033779.5_cds_NP_723338.1_7709	lcl|NT_033779.5_cds_NP_723341.1_7712
lcl|NT_033779.5_cds_NP_723338.1_7709	lcl|NT_033779.5_cds_NP_723342.1_7713
lcl|NT_033779.5_cds_NP_723338.1_7709	lcl|NT_033779.5_cds_NP_723343.1_7714
lcl|NT_033779.5_cds_NP_723338.1_7709	lcl|NT_033779.5_cds_NP_723344.1_7715
lcl|NT_033779.5_cds_NP_723338.1_7709	lcl|NT_033779.5_cds_NP_723345.1_7716
lcl|NC_004353.4_cds_NP_726551.2_30519	lcl|NC_004353.4_cds_NP_001284712.1_30520
lcl|NT_033777.3_cds_NP_524497.1_28855	lcl|NT_033777.3_cds_NP_001287525.1_28856
lcl|NT_033778.4_cds_NP_724580.1_11810	lcl|NT_033778.4_cds_NP_001163073.2_11811
lcl|NT_037436.4_cds_NP_001097565.1_20057	lcl|NT_037436.4_cds_NP_648369.2_20058
lcl|NC_004354.4_cds_NP_001245511.1_907	lcl|NC_004354.4_cds_NP_477321.2_908
lcl|NC_004354.4_cds_NP_788894.1_2192	lcl|NC_004354.4_cds_NP_001285046.1_2193
lcl|NC_004354.4_cds_NP_727797.1_3457	lcl|NC_004354.4_cds_NP_727798.1_3458
lcl|NC_004354.4_cds_NP_727797.1_3457	lcl|NC_004354.4_cds_NP_001259555.1_3459
lcl|NT_033777.3_cds_NP_001369008.1_24941	lcl|NT_033777.3_cds_NP_001247019.1_24942
lcl|NT_033778.4_cds_NP_724697.1_12181	lcl|NT_033778.4_cds_NP_001260811.1_12182
lcl|NT_033777.3_cds_NP_650357.2_25950	lcl|NT_033777.3_cds_NP_731904.1_25951
lcl|NT_033777.3_cds_NP_650357.2_25950	lcl|NT_033777.3_cds_NP_001247103.1_25952
lcl|NT_033777.3_cds_NP_650357.2_25950	lcl|NT_033777.3_cds_NP_001303453.1_25953
lcl|NT_033777.3_cds_NP_733417.1_30258	lcl|NT_033777.3_cds_NP_001163780.1_30259
lcl|NC_004354.4_cds_NP_001015263.1_5417	lcl|NC_004354.4_cds_NP_001287644.1_5418
lcl|NC_004354.4_cds_NP_001015263.1_5417	lcl|NC_004354.4_cds_NP_001303558.1_5419
lcl|NT_037436.4_cds_NP_649020.1_21908	lcl|NT_037436.4_cds_NP_001163462.1_21909
lcl|NT_037436.4_cds_NP_649020.1_21908	lcl|NT_037436.4_cds_NP_001163463.1_21910
lcl|NT_037436.4_cds_NP_649307.1_22739	lcl|NT_037436.4_cds_NP_001246865.1_22740
lcl|NC_004354.4_cds_NP_727910.1_3806	lcl|NC_004354.4_cds_NP_001162766.1_3807
lcl|NC_004354.4_cds_NP_727910.1_3806	lcl|NC_004354.4_cds_NP_996465.1_3808
lcl|NC_004354.4_cds_NP_727910.1_3806	lcl|NC_004354.4_cds_NP_996466.1_3809
lcl|NT_033777.3_cds_NP_650106.1_25251	lcl|NT_033777.3_cds_NP_001262481.1_25252
lcl|NT_033777.3_cds_NP_730791.1_23261	lcl|NT_033777.3_cds_NP_001246901.1_23262
lcl|NT_033777.3_cds_NP_001189251.1_27362	lcl|NT_033777.3_cds_NP_001189252.1_27363
lcl|NT_033778.4_cds_NP_610445.1_12300	lcl|NT_033778.4_cds_NP_001286225.1_12301
lcl|NT_033777.3_cds_NP_524385.2_26696	lcl|NT_033777.3_cds_NP_732229.1_26697
lcl|NT_033777.3_cds_NP_524385.2_26696	lcl|NT_033777.3_cds_NP_001247152.1_26698
lcl|NC_004354.4_cds_NP_572466.1_1908	lcl|NC_004354.4_cds_NP_001285012.1_1909
lcl|NT_033778.4_cds_NP_523686.2_12898	lcl|NT_033778.4_cds_NP_995808.1_12899
lcl|NC_004354.4_cds_NP_608393.1_5094	lcl|NC_004354.4_cds_NP_001285492.1_5095
lcl|NT_037436.4_cds_NP_001163845.1_23153	lcl|NT_037436.4_cds_NP_001015476.1_23154
lcl|NT_037436.4_cds_NP_001163845.1_23153	lcl|NT_037436.4_cds_NP_001287638.1_23155
lcl|NC_004353.4_cds_NP_001162831.1_30699	lcl|NC_004353.4_cds_NP_524635.3_30700
lcl|NC_004353.4_cds_NP_001162831.1_30699	lcl|NC_004353.4_cds_NP_726633.2_30701
lcl|NT_037436.4_cds_NP_648243.1_19609	lcl|NT_037436.4_cds_NP_001163381.1_19610
lcl|NT_037436.4_cds_NP_648243.1_19609	lcl|NT_037436.4_cds_NP_788480.1_19611
lcl|NC_004354.4_cds_NP_572950.2_3377	lcl|NC_004354.4_cds_NP_001285237.1_3378
lcl|NC_004354.4_cds_NP_569992.1_634	lcl|NC_004354.4_cds_NP_001284818.1_635
lcl|NT_033777.3_cds_NP_001369015.1_26274	lcl|NT_033777.3_cds_NP_001369016.1_26275
lcl|NT_033779.5_cds_NP_609221.1_7853	lcl|NT_033779.5_cds_NP_001188722.1_7854
lcl|NT_033779.5_cds_NP_608907.1_6836	lcl|NT_033779.5_cds_NP_001260085.1_6837
lcl|NT_033778.4_cds_NP_001260738.1_11507	lcl|NT_033778.4_cds_NP_001260739.1_11508
lcl|NT_033778.4_cds_NP_611694.2_16370	lcl|NT_033778.4_cds_NP_001286734.1_16371
lcl|NT_033778.4_cds_NP_001246318.1_13999	lcl|NT_033778.4_cds_NP_001246319.1_14000
lcl|NT_033778.4_cds_NP_001246318.1_13999	lcl|NT_033778.4_cds_NP_001246320.1_14001
lcl|NT_033778.4_cds_NP_001246318.1_13999	lcl|NT_033778.4_cds_NP_001033945.1_14002
lcl|NT_037436.4_cds_NP_648557.1_20563	lcl|NT_037436.4_cds_NP_001261750.1_20564
lcl|NT_037436.4_cds_NP_648557.1_20563	lcl|NT_037436.4_cds_NP_001303370.1_20565
lcl|NC_004354.4_cds_NP_572775.1_2897	lcl|NC_004354.4_cds_NP_727586.1_2898
lcl|NC_004354.4_cds_NP_572775.1_2897	lcl|NC_004354.4_cds_NP_727587.1_2899
lcl|NT_033777.3_cds_NP_651248.2_28545	lcl|NT_033777.3_cds_NP_732983.1_28546
lcl|NT_033777.3_cds_NP_001097893.1_28343	lcl|NT_033777.3_cds_NP_788726.2_28344
lcl|NT_037436.4_cds_NP_001137908.1_19476	lcl|NT_037436.4_cds_NP_001036596.2_19477
lcl|NT_033778.4_cds_NP_724525.1_11583	lcl|NT_033778.4_cds_NP_724526.1_11584
lcl|NT_033777.3_cds_NP_651733.1_29870	lcl|NT_033777.3_cds_NP_996306.1_29871
lcl|NT_033778.4_cds_NP_523630.1_11586	lcl|NT_033778.4_cds_NP_001286152.1_11587
lcl|NT_033778.4_cds_NP_611386.2_15403	lcl|NT_033778.4_cds_NP_788413.4_15404
lcl|NT_033779.5_cds_NP_001033875.1_6793	lcl|NT_033779.5_cds_NP_001033876.1_6794
lcl|NT_033779.5_cds_NP_001033875.1_6793	lcl|NT_033779.5_cds_NP_001033877.1_6795
lcl|NC_004353.4_cds_NP_726649.3_30733	lcl|NC_004353.4_cds_NP_651941.2_30734
lcl|NT_037436.4_cds_NP_648187.1_19460	lcl|NT_037436.4_cds_NP_001261567.1_19461
lcl|NT_037436.4_cds_NP_648187.1_19460	lcl|NT_037436.4_cds_NP_001261568.1_19462
lcl|NT_037436.4_cds_NP_647800.1_18270	lcl|NT_037436.4_cds_NP_728852.1_18271
lcl|NT_037436.4_cds_NP_647800.1_18270	lcl|NT_037436.4_cds_NP_728853.1_18272
lcl|NT_037436.4_cds_NP_647800.1_18270	lcl|NT_037436.4_cds_NP_728854.1_18273
lcl|NT_037436.4_cds_NP_647800.1_18270	lcl|NT_037436.4_cds_NP_728855.1_18274
lcl|NT_033777.3_cds_NP_001246996.2_24470	lcl|NT_033777.3_cds_NP_001246997.2_24471
lcl|NT_033778.4_cds_NP_611667.1_16307	lcl|NT_033778.4_cds_NP_001286719.1_16308
lcl|NT_033777.3_cds_NP_651238.2_28515	lcl|NT_033777.3_cds_NP_001262907.1_28516
lcl|NC_004354.4_cds_NP_572887.1_3180	lcl|NC_004354.4_cds_NP_001285210.1_3181
lcl|NT_033777.3_cds_NP_524495.1_28804	lcl|NT_033777.3_cds_NP_001287516.1_28805
lcl|NT_037436.4_cds_NP_648840.1_21418	lcl|NT_037436.4_cds_NP_001163454.1_21419
lcl|NT_033779.5_cds_NP_723772.2_9058	lcl|NT_033779.5_cds_NP_995702.1_9059
lcl|NT_033779.5_cds_NP_477373.1_8190	lcl|NT_033779.5_cds_NP_001260299.1_8191
lcl|NT_033779.5_cds_NP_477373.1_8190	lcl|NT_033779.5_cds_NP_001285783.1_8192
lcl|NT_033779.5_cds_NP_001033900.2_8911	lcl|NT_033779.5_cds_NP_001245997.1_8912
lcl|NT_033779.5_cds_NP_001033900.2_8911	lcl|NT_033779.5_cds_NP_001285867.1_8913
lcl|NT_033777.3_cds_NP_651182.2_28308	lcl|NT_033777.3_cds_NP_732903.2_28309
lcl|NC_004354.4_cds_NP_608352.2_4945	lcl|NC_004354.4_cds_NP_001285464.1_4946
lcl|NC_004354.4_cds_NP_001188535.1_540	lcl|NC_004354.4_cds_NP_001188536.1_541
lcl|NC_004354.4_cds_NP_726804.1_626	lcl|NC_004354.4_cds_NP_001245486.2_627
lcl|NT_033779.5_cds_NP_609744.2_9550	lcl|NT_033779.5_cds_NP_001260464.1_9551
lcl|NC_004354.4_cds_NP_525039.1_417	lcl|NC_004354.4_cds_NP_001162640.1_418
lcl|NC_004354.4_cds_NP_525039.1_417	lcl|NC_004354.4_cds_NP_001162641.1_419
lcl|NC_004354.4_cds_NP_525039.1_417	lcl|NC_004354.4_cds_NP_001162639.2_420
lcl|NT_033778.4_cds_NP_477246.2_15931	lcl|NT_033778.4_cds_NP_726030.1_15932
lcl|NT_037436.4_cds_NP_001163392.1_19715	lcl|NT_037436.4_cds_NP_648271.3_19716
lcl|NT_037436.4_cds_NP_001163392.1_19715	lcl|NT_037436.4_cds_NP_729434.2_19717
lcl|NT_033779.5_cds_NP_723798.1_9155	lcl|NT_033779.5_cds_NP_001285885.1_9156
lcl|NT_037436.4_cds_NP_648055.1_19045	lcl|NT_037436.4_cds_NP_996007.1_19046
lcl|NT_037436.4_cds_NP_001015223.1_23165	lcl|NT_037436.4_cds_NP_001015224.1_23166
lcl|NT_033779.5_cds_NP_723162.1_7154	lcl|NT_033779.5_cds_NP_723163.1_7155
lcl|NT_037436.4_cds_NP_001137976.1_22173	lcl|NT_037436.4_cds_NP_001262047.1_22174
lcl|NT_037436.4_cds_NP_001137976.1_22173	lcl|NT_037436.4_cds_NP_001262048.1_22175
lcl|NC_004354.4_cds_NP_001245780.1_5108	lcl|NC_004354.4_cds_NP_001285497.1_5109
lcl|NT_033779.5_cds_NP_723832.1_9275	lcl|NT_033779.5_cds_NP_001285906.1_9276
lcl|NC_004354.4_cds_NP_572737.1_2741	lcl|NC_004354.4_cds_NP_001285131.1_2742
lcl|NC_004354.4_cds_NP_652669.1_4937	lcl|NC_004354.4_cds_NP_728297.1_4938
lcl|NC_004354.4_cds_NP_652669.1_4937	lcl|NC_004354.4_cds_NP_728298.1_4939
lcl|NC_004354.4_cds_NP_652669.1_4937	lcl|NC_004354.4_cds_NP_001259730.1_4940
lcl|NT_033779.5_cds_NP_609372.1_8383	lcl|NT_033779.5_cds_NP_723559.2_8384
lcl|NT_033779.5_cds_NP_608629.3_5923	lcl|NT_033779.5_cds_NP_001303306.2_5924
lcl|NT_033779.5_cds_NP_001036368.2_10043	lcl|NT_033779.5_cds_NP_609855.3_10044
lcl|NT_033779.5_cds_NP_609472.1_8633	lcl|NT_033779.5_cds_NP_001245964.1_8634
lcl|NT_033779.5_cds_NP_609472.1_8633	lcl|NT_033779.5_cds_NP_001245965.1_8635
lcl|NT_037436.4_cds_NP_730163.1_21529	lcl|NT_037436.4_cds_NP_648889.2_21530
lcl|NT_037436.4_cds_NP_730163.1_21529	lcl|NT_037436.4_cds_NP_001261943.1_21531
lcl|NT_033777.3_cds_NP_651575.1_29451	lcl|NT_033777.3_cds_NP_001263017.1_29452
lcl|NT_033779.5_cds_NP_001245816.1_5537	lcl|NT_033779.5_cds_NP_001259804.1_5538
lcl|NT_033778.4_cds_NP_611935.1_17066	lcl|NT_033778.4_cds_NP_001286847.1_17067
lcl|NT_033777.3_cds_NP_731796.1_25690	lcl|NT_033777.3_cds_NP_731797.1_25691
lcl|NT_037436.4_cds_NP_001261779.1_20672	lcl|NT_037436.4_cds_NP_729820.2_20673
lcl|NC_004354.4_cds_NP_569876.3_227	lcl|NC_004354.4_cds_NP_001284764.1_228
lcl|NT_033778.4_cds_NP_663308.1_14930	lcl|NT_033778.4_cds_NP_001286526.1_14931
lcl|NT_033778.4_cds_NP_663308.1_14930	lcl|NT_033778.4_cds_NP_001286527.1_14932
lcl|NT_033777.3_cds_NP_652204.1_25658	lcl|NT_033777.3_cds_NP_001262531.1_25659
lcl|NT_033779.5_cds_NP_476788.1_9299	lcl|NT_033779.5_cds_NP_001246025.1_9300
lcl|NT_033777.3_cds_NP_649747.1_24198	lcl|NT_033777.3_cds_NP_001287215.1_24199
lcl|NT_033778.4_cds_NP_611290.3_15144	lcl|NT_033778.4_cds_NP_001261065.1_15145
lcl|NT_037436.4_cds_NP_524179.2_22433	lcl|NT_037436.4_cds_NP_001014592.1_22434
lcl|NT_037436.4_cds_NP_524089.2_21254	lcl|NT_037436.4_cds_NP_001189113.1_21255
lcl|NT_033777.3_cds_NP_650206.1_25498	lcl|NT_033777.3_cds_NP_001189211.1_25499
lcl|NT_033777.3_cds_NP_650206.1_25498	lcl|NT_033777.3_cds_NP_001287307.1_25500
lcl|NT_033777.3_cds_NP_001262539.1_25764	lcl|NT_033777.3_cds_NP_001262540.1_25765
lcl|NT_033779.5_cds_NP_608930.1_6919	lcl|NT_033779.5_cds_NP_001260098.1_6920
lcl|NT_033779.5_cds_NP_608930.1_6919	lcl|NT_033779.5_cds_NP_001260099.1_6921
lcl|NT_033778.4_cds_NP_001260777.1_11780	lcl|NT_033778.4_cds_NP_610287.2_11781
lcl|NT_033777.3_cds_NP_650253.1_25621	lcl|NT_033777.3_cds_NP_731765.1_25622
lcl|NT_037436.4_cds_NP_524068.2_20996	lcl|NT_037436.4_cds_NP_001261839.1_20997
lcl|NC_004354.4_cds_NP_573005.1_3539	lcl|NC_004354.4_cds_NP_001259561.1_3540
lcl|NT_037436.4_cds_NP_001097499.1_18547	lcl|NT_037436.4_cds_NP_001097500.1_18548
lcl|NC_004354.4_cds_NP_001285462.1_4941	lcl|NC_004354.4_cds_NP_001027078.1_4942
lcl|NT_037436.4_cds_NP_001097487.1_18162	lcl|NT_037436.4_cds_NP_728801.1_18163
lcl|NT_037436.4_cds_NP_001097487.1_18162	lcl|NT_037436.4_cds_NP_728803.2_18164
lcl|NT_033778.4_cds_NP_001246463.1_16383	lcl|NT_033778.4_cds_NP_001246464.1_16384
lcl|NC_004354.4_cds_NP_511089.2_1971	lcl|NC_004354.4_cds_NP_996379.1_1972
lcl|NT_033779.5_cds_NP_610063.4_10723	lcl|NT_033779.5_cds_NP_001286111.1_10724
lcl|NT_033777.3_cds_NP_651000.1_27857	lcl|NT_033777.3_cds_NP_001163682.1_27858
lcl|NC_004354.4_cds_NP_572454.2_1881	lcl|NC_004354.4_cds_NP_001285008.1_1882
lcl|NT_033779.5_cds_NP_722883.1_6322	lcl|NT_033779.5_cds_NP_001285576.1_6323
lcl|NT_033779.5_cds_NP_609306.2_8183	lcl|NT_033779.5_cds_NP_001260297.1_8184
lcl|NT_033778.4_cds_NP_610182.3_11330	lcl|NT_033778.4_cds_NP_001260713.1_11331
lcl|NT_033777.3_cds_NP_649812.2_24397	lcl|NT_033777.3_cds_NP_731263.2_24398
lcl|NC_004354.4_cds_NP_001036323.1_5410	lcl|NC_004354.4_cds_NP_001285541.1_5411
lcl|NT_033779.5_cds_NP_609826.1_9925	lcl|NT_033779.5_cds_NP_001286007.1_9926
lcl|NT_037436.4_cds_NP_523963.2_19342	lcl|NT_037436.4_cds_NP_001261542.1_19343
lcl|NT_033777.3_cds_NP_650052.1_25121	lcl|NT_033777.3_cds_NP_001262473.1_25122
lcl|NT_037436.4_cds_NP_648501.1_20422	lcl|NT_037436.4_cds_NP_729738.1_20423
lcl|NT_033778.4_cds_NP_610936.2_13948	lcl|NT_033778.4_cds_NP_001188928.1_13949
lcl|NT_037436.4_cds_NP_649277.1_22640	lcl|NT_037436.4_cds_NP_001287138.1_22641
lcl|NT_033779.5_cds_NP_523467.1_6381	lcl|NT_033779.5_cds_NP_722907.1_6382
lcl|NT_033777.3_cds_NP_649529.1_23561	lcl|NT_033777.3_cds_NP_730922.1_23562
lcl|NT_033778.4_cds_NP_001246245.1_12812	lcl|NT_033778.4_cds_NP_001286286.1_12813
lcl|NC_004354.4_cds_NP_572492.1_2003	lcl|NC_004354.4_cds_NP_727276.1_2004
lcl|NC_004354.4_cds_NP_572492.1_2003	lcl|NC_004354.4_cds_NP_001162707.1_2005
lcl|NC_004354.4_cds_NP_572492.1_2003	lcl|NC_004354.4_cds_NP_001259342.1_2006
lcl|NC_004354.4_cds_NP_524803.1_5086	lcl|NC_004354.4_cds_NP_728342.1_5087
lcl|NC_004354.4_cds_NP_524803.1_5086	lcl|NC_004354.4_cds_NP_001285489.1_5088
lcl|NC_004354.4_cds_NP_524803.1_5086	lcl|NC_004354.4_cds_NP_001285490.1_5089
lcl|NC_004354.4_cds_NP_524803.1_5086	lcl|NC_004354.4_cds_NP_001303570.1_5090
lcl|NT_033778.4_cds_NP_001036541.1_14184	lcl|NT_033778.4_cds_NP_524892.2_14185
lcl|NT_033779.5_cds_NP_523563.1_9329	lcl|NT_033779.5_cds_NP_001285916.1_9330
lcl|NC_004354.4_cds_NP_572754.1_2826	lcl|NC_004354.4_cds_NP_001259465.1_2827
lcl|NT_033779.5_cds_NP_001014485.3_9487	lcl|NT_033779.5_cds_NP_001285946.1_9488
lcl|NT_033777.3_cds_NP_001262752.1_27311	lcl|NT_033777.3_cds_NP_732473.2_27312
lcl|NT_033779.5_cds_NP_609781.1_9707	lcl|NT_033779.5_cds_NP_001260489.1_9708
lcl|NT_033779.5_cds_NP_609781.1_9707	lcl|NT_033779.5_cds_NP_001260490.1_9709
lcl|NT_037436.4_cds_NP_001246789.1_21425	lcl|NT_037436.4_cds_NP_996102.1_21426
lcl|NC_004354.4_cds_NP_476629.1_136	lcl|NC_004354.4_cds_NP_726686.1_137
lcl|NC_004354.4_cds_NP_476629.1_136	lcl|NC_004354.4_cds_NP_726687.1_138
lcl|NC_004354.4_cds_NP_476629.1_136	lcl|NC_004354.4_cds_NP_726688.1_139
lcl|NC_004354.4_cds_NP_476629.1_136	lcl|NC_004354.4_cds_NP_001284750.1_140
lcl|NC_004354.4_cds_NP_573136.3_4110	lcl|NC_004354.4_cds_NP_001138206.1_4111
lcl|NT_033779.5_cds_NP_609515.1_8803	lcl|NT_033779.5_cds_NP_001260388.1_8804
lcl|NT_033778.4_cds_NP_611348.1_15303	lcl|NT_033778.4_cds_NP_001246409.1_15304
lcl|NT_033778.4_cds_NP_611348.1_15303	lcl|NT_033778.4_cds_NP_001246410.1_15305
lcl|NT_033778.4_cds_NP_611348.1_15303	lcl|NT_033778.4_cds_NP_001246411.1_15306
lcl|NT_033778.4_cds_NP_788287.1_12271	lcl|NT_033778.4_cds_NP_001246212.1_12272
lcl|NT_033779.5_cds_NP_723253.2_7444	lcl|NT_033779.5_cds_NP_001285705.1_7445
lcl|NT_033779.5_cds_NP_608800.1_6451	lcl|NT_033779.5_cds_NP_001285594.1_6452
lcl|NT_033779.5_cds_NP_609885.2_10146	lcl|NT_033779.5_cds_NP_001286044.1_10147
lcl|NC_004354.4_cds_NP_523371.2_4078	lcl|NC_004354.4_cds_NP_001285332.1_4079
lcl|NT_033777.3_cds_NP_732523.1_27423	lcl|NT_033777.3_cds_NP_732524.1_27424
lcl|NT_033777.3_cds_NP_732523.1_27423	lcl|NT_033777.3_cds_NP_001287431.1_27425
lcl|NT_033777.3_cds_NP_731941.1_26017	lcl|NT_033777.3_cds_NP_001262578.1_26018
lcl|NT_033777.3_cds_NP_731941.1_26017	lcl|NT_033777.3_cds_NP_001262579.1_26019
lcl|NC_004354.4_cds_NP_572254.1_1303	lcl|NC_004354.4_cds_NP_001259262.1_1304
lcl|NT_033779.5_cds_NP_722959.1_6538	lcl|NT_033779.5_cds_NP_722960.1_6539
lcl|NT_033778.4_cds_NP_476634.1_16236	lcl|NT_033778.4_cds_NP_001286705.1_16237
lcl|NT_033778.4_cds_NP_476764.1_14063	lcl|NT_033778.4_cds_NP_995834.1_14064
lcl|NT_033778.4_cds_NP_476764.1_14063	lcl|NT_033778.4_cds_NP_995835.1_14065
lcl|NT_033777.3_cds_NP_524230.2_23472	lcl|NT_033777.3_cds_NP_001246916.1_23473
lcl|NT_033777.3_cds_NP_731661.1_25342	lcl|NT_033777.3_cds_NP_788647.1_25343
lcl|NT_033777.3_cds_NP_731661.1_25342	lcl|NT_033777.3_cds_NP_788645.1_25344
lcl|NT_033777.3_cds_NP_731661.1_25342	lcl|NT_033777.3_cds_NP_788646.1_25345
lcl|NT_037436.4_cds_NP_652443.1_19761	lcl|NT_037436.4_cds_NP_001286991.1_19762
lcl|NT_033778.4_cds_NP_610470.1_12391	lcl|NT_033778.4_cds_NP_724770.1_12392
lcl|NT_033777.3_cds_NP_651038.3_27956	lcl|NT_033777.3_cds_NP_001262834.1_27957
lcl|NT_037436.4_cds_NP_525121.2_17296	lcl|NT_037436.4_cds_NP_728472.1_17297
lcl|NT_037436.4_cds_NP_525121.2_17296	lcl|NT_037436.4_cds_NP_728473.1_17298
lcl|NC_004354.4_cds_NP_511083.1_1914	lcl|NC_004354.4_cds_NP_727255.1_1915
lcl|NT_033777.3_cds_NP_001015360.1_23220	lcl|NT_033777.3_cds_NP_001104450.2_23221
lcl|NT_033779.5_cds_NP_001260187.1_7483	lcl|NT_033779.5_cds_NP_476972.2_7484
lcl|NT_033779.5_cds_NP_609671.1_9284	lcl|NT_033779.5_cds_NP_723837.2_9285
lcl|NC_004354.4_cds_NP_569846.2_86	lcl|NC_004354.4_cds_NP_001284741.1_87
lcl|NC_004354.4_cds_NP_572228.1_1245	lcl|NC_004354.4_cds_NP_001284896.1_1246
lcl|NT_033778.4_cds_NP_523741.2_13983	lcl|NT_033778.4_cds_NP_001286414.1_13984
lcl|NT_033779.5_cds_NP_609565.1_8988	lcl|NT_033779.5_cds_NP_001260414.1_8989
lcl|NT_033779.5_cds_NP_723024.2_6714	lcl|NT_033779.5_cds_NP_787980.1_6715
lcl|NT_033779.5_cds_NP_723024.2_6714	lcl|NT_033779.5_cds_NP_787981.1_6716
lcl|NT_033779.5_cds_NP_723024.2_6714	lcl|NT_033779.5_cds_NP_787982.1_6717
lcl|NT_033779.5_cds_NP_723024.2_6714	lcl|NT_033779.5_cds_NP_001260060.1_6718
lcl|NT_037436.4_cds_NP_788552.1_22540	lcl|NT_037436.4_cds_NP_001303368.1_22541
lcl|NT_033777.3_cds_NP_651468.1_29131	lcl|NT_033777.3_cds_NP_001247313.1_29132
lcl|NT_033778.4_cds_NP_001097421.2_16395	lcl|NT_033778.4_cds_NP_001286740.1_16396
lcl|NT_033778.4_cds_NP_001137537.1_11174	lcl|NT_033778.4_cds_NP_001287636.1_11175
lcl|NT_037436.4_cds_NP_647623.1_17709	lcl|NT_037436.4_cds_NP_728629.1_17710
lcl|NT_037436.4_cds_NP_648739.2_21112	lcl|NT_037436.4_cds_NP_001261858.1_21113
lcl|NT_033779.5_cds_NP_608507.1_5558	lcl|NT_033779.5_cds_NP_722619.1_5559
lcl|NT_033779.5_cds_NP_608507.1_5558	lcl|NT_033779.5_cds_NP_001259809.1_5560
lcl|NT_037436.4_cds_NP_648689.1_20942	lcl|NT_037436.4_cds_NP_001189105.1_20943
lcl|NT_037436.4_cds_NP_649377.1_22931	lcl|NT_037436.4_cds_NP_001262201.1_22932
lcl|NC_004354.4_cds_NP_996382.2_1994	lcl|NC_004354.4_cds_NP_996383.2_1995
lcl|NC_004354.4_cds_NP_996382.2_1994	lcl|NC_004354.4_cds_NP_572490.2_1996
lcl|NC_004354.4_cds_NP_996382.2_1994	lcl|NC_004354.4_cds_NP_001259340.1_1997
lcl|NC_004354.4_cds_NP_996382.2_1994	lcl|NC_004354.4_cds_NP_996381.1_1998
lcl|NT_033778.4_cds_NP_610723.2_13260	lcl|NT_033778.4_cds_NP_610722.2_13261
lcl|NT_033779.5_cds_NP_001163006.1_10131	lcl|NT_033779.5_cds_NP_001163007.1_10132
lcl|NT_033777.3_cds_NP_651431.1_29026	lcl|NT_033777.3_cds_NP_001163736.1_29027
lcl|NT_033779.5_cds_NP_523539.2_8523	lcl|NT_033779.5_cds_NP_001260355.1_8524
lcl|NT_033777.3_cds_NP_001014602.1_23295	lcl|NT_033777.3_cds_NP_001014603.1_23296
lcl|NT_033779.5_cds_NP_001097051.1_5925	lcl|NT_033779.5_cds_NP_608630.2_5926
lcl|NC_004354.4_cds_NP_572407.3_1766	lcl|NC_004354.4_cds_NP_001284986.1_1767
lcl|NC_004354.4_cds_NP_569960.2_494	lcl|NC_004354.4_cds_NP_001284797.1_495
lcl|NT_033778.4_cds_NP_724980.1_12966	lcl|NT_033778.4_cds_NP_610621.2_12967
lcl|NT_033778.4_cds_NP_610808.1_13490	lcl|NT_033778.4_cds_NP_725209.1_13491
lcl|NT_033778.4_cds_NP_610808.1_13490	lcl|NT_033778.4_cds_NP_001163128.1_13492
lcl|NT_033779.5_cds_NP_609028.2_7202	lcl|NT_033779.5_cds_NP_001285672.1_7203
lcl|NT_033779.5_cds_NP_609814.1_9881	lcl|NT_033779.5_cds_NP_001260521.1_9882
